"Name","URI","Region GSS code","Period","Sales volume","Reporting period","Average price All property types","Average price Detached houses","Average price Semi-detached houses","Average price Terraced houses","Average price Flats and maisonettes","Pivotable date"
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2006-01,146,monthly,219690,400603,247801,212754,162024,2006-01-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2006-02,107,monthly,223584,406408,251546,216634,165063,2006-02-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2006-03,161,monthly,231327,422116,260694,224049,170009,2006-03-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2006-04,150,monthly,236339,429713,266247,228798,174023,2006-04-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2006-05,205,monthly,243953,444007,275101,236070,179516,2006-05-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2006-06,228,monthly,243536,442227,274667,235929,179102,2006-06-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2006-07,215,monthly,248388,451748,280504,241293,181853,2006-07-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2006-08,243,monthly,245814,447541,277679,239822,179013,2006-08-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2006-09,209,monthly,251239,459194,284032,245414,182379,2006-09-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2006-10,175,monthly,251950,460885,284689,245809,183165,2006-10-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2006-11,237,monthly,256540,469817,290341,250115,186344,2006-11-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2006-12,257,monthly,260738,475897,294828,254352,189608,2006-12-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2007-01,190,monthly,261935,478415,296463,255533,190289,2007-01-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2007-02,138,monthly,262304,478559,296628,255388,191119,2007-02-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2007-03,149,monthly,260488,476455,295081,253979,189143,2007-03-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2007-04,152,monthly,264463,481952,299201,258706,191823,2007-04-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2007-05,157,monthly,269630,488953,304407,264312,195788,2007-05-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2007-06,257,monthly,272286,492822,307275,267075,197789,2007-06-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2007-07,212,monthly,273461,496758,308601,267957,198589,2007-07-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2007-08,232,monthly,275348,503738,311456,270668,198516,2007-08-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2007-09,206,monthly,273835,502873,309934,269007,197207,2007-09-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2007-10,200,monthly,275913,507478,311794,270819,198980,2007-10-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2007-11,165,monthly,276910,509797,312999,270854,200281,2007-11-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2007-12,131,monthly,283241,520197,319775,276938,205278,2007-12-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2008-01,94,monthly,277322,510843,313440,270712,200949,2008-01-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2008-02,111,monthly,273256,503141,308559,266411,198304,2008-02-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2008-03,96,monthly,266227,491387,300540,259574,193061,2008-03-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2008-04,101,monthly,262265,484522,296262,256332,189735,2008-04-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2008-05,118,monthly,259493,479486,293313,254444,187198,2008-05-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2008-06,122,monthly,260300,481090,294306,255549,187566,2008-06-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2008-07,117,monthly,260986,482220,295442,256006,188062,2008-07-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2008-08,107,monthly,253364,469952,287287,248785,182101,2008-08-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2008-09,157,monthly,241964,452170,274395,237514,173648,2008-09-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2008-10,164,monthly,233401,436214,264293,229457,167449,2008-10-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2008-11,110,monthly,229644,429656,259784,225508,164945,2008-11-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2008-12,99,monthly,230543,429897,261288,226783,165325,2008-12-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2009-01,66,monthly,232708,435145,263284,227946,167478,2009-01-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2009-02,61,monthly,229984,427580,259654,224559,166423,2009-02-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2009-03,93,monthly,224469,415288,252298,218224,163648,2009-03-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2009-04,95,monthly,226924,416104,255100,221452,165278,2009-04-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2009-05,114,monthly,236799,433176,266163,232259,171767,2009-05-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2009-06,131,monthly,242081,443206,272688,238652,174384,2009-06-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2009-07,148,monthly,242208,445324,273768,239597,173200,2009-07-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2009-08,138,monthly,249031,461552,282511,246707,176862,2009-08-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2009-09,150,monthly,259444,482298,294623,257231,183784,2009-09-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2009-10,119,monthly,260008,484315,295717,257717,183904,2009-10-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2009-11,110,monthly,256509,477969,291674,254859,181009,2009-11-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2009-12,145,monthly,252724,469470,288316,251642,177700,2009-12-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2010-01,83,monthly,259719,485458,297018,259640,181207,2010-01-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2010-02,128,monthly,261556,490756,300158,261867,181529,2010-02-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2010-03,117,monthly,264174,499002,302442,264118,183581,2010-03-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2010-04,101,monthly,265923,500228,304028,265551,185491,2010-04-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2010-05,110,monthly,267946,503884,305698,267292,187429,2010-05-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2010-06,142,monthly,265516,499261,303418,265712,184908,2010-06-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2010-07,166,monthly,266869,505385,305236,267877,184694,2010-07-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2010-08,169,monthly,267784,508070,307270,269268,184397,2010-08-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2010-09,135,monthly,276254,526785,317177,277603,189911,2010-09-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2010-10,143,monthly,280236,533242,321733,280974,193231,2010-10-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2010-11,140,monthly,278565,531439,319457,278629,192531,2010-11-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2010-12,115,monthly,274684,523136,315337,274331,190090,2010-12-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2011-01,104,monthly,266381,509375,305586,265623,184469,2011-01-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2011-02,94,monthly,263022,504616,301508,262100,182179,2011-02-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2011-03,93,monthly,263634,509590,301670,262340,182647,2011-03-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2011-04,115,monthly,269614,520390,308477,268270,186926,2011-04-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2011-05,86,monthly,273540,523360,312276,272224,190572,2011-05-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2011-06,143,monthly,276489,523486,315935,275757,192751,2011-06-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2011-07,163,monthly,278894,525548,318338,278373,194758,2011-07-01
